Dataset Name,Image Name,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Organism Part],Term Source 2 REF,Term Source 2 Accession,Experimental Condition [Fluorescent Labels],Comment [Fluorescent Label Reference DOIs],Image File,Comment [Image File Path],Comment [Image File Type],Channels
membranes_seg,056F63395C_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,056F63395C_8bit_lynEGFP_seg.tif,./056F63395C/056F63395C_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,08B96BE794_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,08B96BE794_8bit_lynEGFP_seg.tif,./08B96BE794/08B96BE794_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,0B51F8B46C_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,0B51F8B46C_8bit_lynEGFP_seg.tif,./0B51F8B46C/0B51F8B46C_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,0E48AB134C_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,0E48AB134C_8bit_lynEGFP_seg.tif,./0E48AB134C/0E48AB134C_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,1C43D83E9A_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,1C43D83E9A_8bit_lynEGFP_seg.tif,./1C43D83E9A/1C43D83E9A_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,22DF2AE1A0_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,22DF2AE1A0_8bit_lynEGFP_seg.tif,./22DF2AE1A0/22DF2AE1A0_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,2902E38204_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,2902E38204_8bit_lynEGFP_seg.tif,./2902E38204/2902E38204_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,2B23352582_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,2B23352582_8bit_lynEGFP_seg.tif,./2B23352582/2B23352582_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,3612A6CEF5_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,3612A6CEF5_8bit_lynEGFP_seg.tif,./3612A6CEF5/3612A6CEF5_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,4DC24FC301_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,4DC24FC301_8bit_lynEGFP_seg.tif,./4DC24FC301/4DC24FC301_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,673A65D087_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,673A65D087_8bit_lynEGFP_seg.tif,./673A65D087/673A65D087_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,6F18162F4C_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,6F18162F4C_8bit_lynEGFP_seg.tif,./6F18162F4C/6F18162F4C_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,8713481504_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,8713481504_8bit_lynEGFP_seg.tif,./8713481504/8713481504_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,8C633380D2_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,8C633380D2_8bit_lynEGFP_seg.tif,./8C633380D2/8C633380D2_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,8C83D4387F_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,8C83D4387F_8bit_lynEGFP_seg.tif,./8C83D4387F/8C83D4387F_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,8CA33561B5_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,8CA33561B5_8bit_lynEGFP_seg.tif,./8CA33561B5/8CA33561B5_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,AB98466077_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,AB98466077_8bit_lynEGFP_seg.tif,./AB98466077/AB98466077_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,B95A4F6D95_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,B95A4F6D95_8bit_lynEGFP_seg.tif,./B95A4F6D95/B95A4F6D95_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,C95F528559_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,C95F528559_8bit_lynEGFP_seg.tif,./C95F528559/C95F528559_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,CB87D7CBC9_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,CB87D7CBC9_8bit_lynEGFP_seg.tif,./CB87D7CBC9/CB87D7CBC9_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,E013272A99_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,E013272A99_8bit_lynEGFP_seg.tif,./E013272A99/E013272A99_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,E6E56C3F42_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,E6E56C3F42_8bit_lynEGFP_seg.tif,./E6E56C3F42/E6E56C3F42_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,EC77708A51_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,EC77708A51_8bit_lynEGFP_seg.tif,./EC77708A51/EC77708A51_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_seg,FC90367714_seg,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP,10.1016/j.devcel.2006.02.019,FC90367714_8bit_lynEGFP_seg.tif,./FC90367714/FC90367714_8bit_lynEGFP_seg.tif,derived,seg:single-cell segmentation
membranes_nuclei,03887B26C1,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,03887B26C1_8bit_lynEGFP.tif; 03887B26C1_8bit_NLStdTomato.tif,./03887B26C1/03887B26C1_8bit_lynEGFP.tif; ./03887B26C1/03887B26C1_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,15999C80F3,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,15999C80F3_8bit_lynEGFP.tif; 15999C80F3_8bit_NLStdTomato.tif,./15999C80F3/15999C80F3_8bit_lynEGFP.tif; ./15999C80F3/15999C80F3_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,3BD50B1F34,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,3BD50B1F34_8bit_lynEGFP.tif; 3BD50B1F34_8bit_NLStdTomato.tif,./3BD50B1F34/3BD50B1F34_8bit_lynEGFP.tif; ./3BD50B1F34/3BD50B1F34_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,492B944A71,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,492B944A71_8bit_lynEGFP.tif; 492B944A71_8bit_NLStdTomato.tif,./492B944A71/492B944A71_8bit_lynEGFP.tif; ./492B944A71/492B944A71_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,4A644B6C69,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,4A644B6C69_8bit_lynEGFP.tif; 4A644B6C69_8bit_NLStdTomato.tif,./4A644B6C69/4A644B6C69_8bit_lynEGFP.tif; ./4A644B6C69/4A644B6C69_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,4BDFE7B8D2,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,4BDFE7B8D2_8bit_lynEGFP.tif; 4BDFE7B8D2_8bit_NLStdTomato.tif,./4BDFE7B8D2/4BDFE7B8D2_8bit_lynEGFP.tif; ./4BDFE7B8D2/4BDFE7B8D2_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,4C059E69BC,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,4C059E69BC_8bit_lynEGFP.tif; 4C059E69BC_8bit_NLStdTomato.tif,./4C059E69BC/4C059E69BC_8bit_lynEGFP.tif; ./4C059E69BC/4C059E69BC_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,77135D126D,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,77135D126D_8bit_lynEGFP.tif; 77135D126D_8bit_NLStdTomato.tif,./77135D126D/77135D126D_8bit_lynEGFP.tif; ./77135D126D/77135D126D_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,7ADFA42907,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,7ADFA42907_8bit_lynEGFP.tif; 7ADFA42907_8bit_NLStdTomato.tif,./7ADFA42907/7ADFA42907_8bit_lynEGFP.tif; ./7ADFA42907/7ADFA42907_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,8179A86D76,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,8179A86D76_8bit_lynEGFP.tif; 8179A86D76_8bit_NLStdTomato.tif,./8179A86D76/8179A86D76_8bit_lynEGFP.tif; ./8179A86D76/8179A86D76_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,9CB73DC13A,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,9CB73DC13A_8bit_lynEGFP.tif; 9CB73DC13A_8bit_NLStdTomato.tif,./9CB73DC13A/9CB73DC13A_8bit_lynEGFP.tif; ./9CB73DC13A/9CB73DC13A_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,A921B80A44,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,A921B80A44_8bit_lynEGFP.tif; A921B80A44_8bit_NLStdTomato.tif,./A921B80A44/A921B80A44_8bit_lynEGFP.tif; ./A921B80A44/A921B80A44_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,B154DF856B,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,B154DF856B_8bit_lynEGFP.tif; B154DF856B_8bit_NLStdTomato.tif,./B154DF856B/B154DF856B_8bit_lynEGFP.tif; ./B154DF856B/B154DF856B_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,C22FC95129,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,C22FC95129_8bit_lynEGFP.tif; C22FC95129_8bit_NLStdTomato.tif,./C22FC95129/C22FC95129_8bit_lynEGFP.tif; ./C22FC95129/C22FC95129_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,D2470961E8,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,D2470961E8_8bit_lynEGFP.tif; D2470961E8_8bit_NLStdTomato.tif,./D2470961E8/D2470961E8_8bit_lynEGFP.tif; ./D2470961E8/D2470961E8_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,D34B941004,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,D34B941004_8bit_lynEGFP.tif; D34B941004_8bit_NLStdTomato.tif,./D34B941004/D34B941004_8bit_lynEGFP.tif; ./D34B941004/D34B941004_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,D486DD3904,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,D486DD3904_8bit_lynEGFP.tif; D486DD3904_8bit_NLStdTomato.tif,./D486DD3904/D486DD3904_8bit_lynEGFP.tif; ./D486DD3904/D486DD3904_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,D9314261C0,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,D9314261C0_8bit_lynEGFP.tif; D9314261C0_8bit_NLStdTomato.tif,./D9314261C0/D9314261C0_8bit_lynEGFP.tif; ./D9314261C0/D9314261C0_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,F8346191C7,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,F8346191C7_8bit_lynEGFP.tif; F8346191C7_8bit_NLStdTomato.tif,./F8346191C7/F8346191C7_8bit_lynEGFP.tif; ./F8346191C7/F8346191C7_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,FDE484C77,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,FDE484C778_8bit_lynEGFP.tif; FDE484C778_8bit_NLStdTomato.tif,./FDE484C778/FDE484C778_8bit_lynEGFP.tif; ./FDE484C778/FDE484C778_8bit_NLStdTomato.tif,raw,lynEGFP:cell membranes; NLStdTomato:nuclei
membranes_nuclei,03887B26C1,Danio rerio,NCBITaxon,NCBITaxon_7955,primary posterior lateral line primordium,ZFA,ZFA_0005115,cldnB:lyn-EGFP; cxcr4b:NLS-tdTomato,10.1016/j.devcel.2006.02.019; 10.1038/nature12635,03887B26C1_8bit_lynEGFP_linUnmix.tif,./03887B26C1/03887B26C1_8bit_lynEGFP_linUnmix.tif,derived,lynEGFP unmixed:cell membranes unmixed
